Symbol,ALF,ALF,ALF,average,healthy,healthy,count,t-test,fold change
PACS2,236.1519005,215.2328718,247.261466,232.8820794,146.5136493,152.3646655,149.4391574,0.006572,1.558373879
GLO1,257.234478,491.410736,181.169134,309.938116,1157.659562,1342.056674,1249.858118,0.006572,0.24797864
ETFA,39.825504,231.120661,86.622496,119.1895537,929.786161,1261.698666,1095.742414,0.006594,0.108775158
AKAP9,33.99903467,12.573983,56.24375567,34.27225778,168.9926943,213.3210163,191.1568553,0.0066,0.179288667
EME2,117.3693287,117.0972993,121.8668377,118.7778219,61.13570533,33.24205567,47.1888805,0.006605,2.517072256
PRRX2-AS1,61.211909,65.374426,59.29546,61.96059833,37.865122,28.213683,33.0394025,0.006613,1.875354687
KIAA0196,27.463729,14.900857,39.298049,27.22087833,113.39358,94.963723,104.1786515,0.006633,0.261290369
AK6,22.127716,96.5829285,122.152992,80.28787883,341.782371,384.8064695,363.2944203,0.006639,0.220999482
ACYP2,12.746469,54.054633,26.726463,31.175855,137.848917,136.017375,136.933146,0.00665,0.227672086
VPS37A,13.0845605,31.347648,43.7402175,29.39080867,141.0933065,116.3483635,128.720835,0.006668,0.228329848
TSPYL1,32.60486167,43.87221133,74.931654,50.46957567,209.672572,271.3548357,240.5137038,0.006674,0.209840749
ASB8,76.322899,66.903966,123.209194,88.81201967,333.39904,272.94335,303.171195,0.006683,0.292943463
FKBP7,11.344844,15.055457,17.670716,14.690339,30.32502333,31.75722867,31.041126,0.006691,0.473254063
COX6C,457.719818,950.070998,948.051863,785.280893,3033.81277,3951.820998,3492.816884,0.006692,0.224827387
CTBS,48.9952915,30.723601,146.999959,75.5729505,665.4258395,923.216608,794.3212237,0.006695,0.0951415476
YIF1A,187.239856,75.768895,201.271295,154.7600153,643.252546,537.229843,590.2411945,0.006701,0.262197923
CYB5D1,15.1517215,18.071701,41.9548915,25.059438,108.058221,97.951538,103.0048795,0.00671,0.243283989
RWDD1,46.3701945,161.735619,146.9749565,118.3602567,494.376746,436.1484205,465.2625833,0.006711,0.254394531
PRKRA,14.6710975,35.1454535,46.877491,32.23134733,122.3553375,112.518757,117.4370472,0.006743,0.274456384
TRAPPC8,187.85339,133.190012,512.839028,277.96081,1379.761089,1284.445998,1332.103544,0.006748,0.208663066
TRAPPC11,29.46337367,16.65796433,17.97000433,21.36378078,79.54152633,64.88724367,72.214385,0.00675,0.295838298
SLC25A34,49.105766,49.8367305,44.6411085,47.86120167,19.901956,27.7169545,23.80945525,0.006777,2.010176258
AKR1C1,639.2546412,92.16996267,702.8754127,478.1000055,3473.702064,2678.682881,3076.192473,0.006786,0.155419406
MBIP,17.192679,25.796482,41.301935,28.097032,158.147771,217.226987,187.687379,0.00679,0.149701233
MRPL22,59.205726,43.749197,180.555997,94.50364,519.838721,464.880903,492.359812,0.006816,0.191940198
C1orf43,114.6523757,210.015099,462.4172217,262.3615654,1337.7021,1167.731493,1252.716796,0.006829,0.209434061
TCIRG1,1259.390552,1634.767083,1653.931616,1516.02975,415.997441,249.791482,332.8944615,0.00683,4.554085229
LOC100506083,5.867662,6.434305,6.298935,6.200300667,4.625731,4.756249,4.69099,0.006835,1.321746724
ITFG1,96.9447488,76.4031154,138.8276476,104.0585039,259.3571066,275.9096084,267.6333575,0.006854,0.388809918
PSMA3,40.794849,66.02607167,90.982322,65.93441422,365.5471497,276.188251,320.8677003,0.006858,0.205487851
SHFM1,136.305163,234.623173,305.89936,225.609232,683.718301,803.601543,743.659922,0.006858,0.303376887
MYO1G,54.928602,58.7640105,45.737237,53.14328317,20.4859845,18.6327325,19.5593585,0.00688,2.717025876
JKAMP,25.9605455,25.5243235,67.6448695,39.70991283,181.3259235,160.2587395,170.7923315,0.006886,0.232504074
SNORA29,37.330616,82.794208,88.163122,69.42931533,372.0386687,284.1340557,328.0863622,0.006889,0.211619023
RALGDS,470.8324865,385.438858,527.5054715,461.2589387,111.021027,99.642248,105.3316375,0.006912,4.37911106
ARFGAP1,556.6746795,469.4948705,441.0222875,489.0639458,187.0717535,130.2213785,158.646566,0.00692,3.082726328
TYW5,34.55659133,26.26309,28.15222733,29.65730289,51.95684967,50.792873,51.37486133,0.006948,0.577272661
SLC25A36,427.3714912,325.335565,435.3629772,396.0233445,76.3825616,98.6024226,87.4924921,0.006962,4.526369463
IMPACT,22.809754,30.4994205,37.430722,30.24663217,100.6532615,81.001646,90.82745375,0.006973,0.333012002
CFH,1254.589439,53.1914525,1049.991701,785.9241973,4382.789159,5450.172887,4916.481023,0.00698,0.159855025
FUNDC1,6.316593,9.94374,33.514319,16.59155067,88.783307,99.25915,94.0212285,0.00699,0.176466006
RPA3OS,7.009015,8.179605,14.374069,9.854229667,62.939682,46.558775,54.7492285,0.007015,0.179988466
DENND2C,24.581259,35.1245325,20.9468395,26.88421033,62.6197995,67.0473735,64.8335865,0.007016,0.414664864
RBX1,151.0249,274.497993,285.379827,236.9675733,795.969293,663.335943,729.652618,0.007017,0.32476766
KRTAP2-1,9.4509235,10.935124,10.0677425,10.15126333,6.510431,6.420682,6.4655565,0.00702,1.570052528
ELOVL2,23.2359925,15.7409775,41.6576395,26.87820317,202.102817,148.2298145,175.1663158,0.007023,0.153443903
RWDD2B,105.840984,52.419771,129.491566,95.91744033,286.695028,299.851595,293.2733115,0.007035,0.327058196
YBEY,130.1965657,131.6916677,124.464823,128.7843521,72.66685467,90.294229,81.48054183,0.007055,1.580553457
PARVB,42.35285667,45.90202417,49.67496683,45.97661589,27.98845283,24.97915633,26.48380458,0.007061,1.736027607
UBC,1588.622864,2455.966225,2801.75994,2282.116343,6503.124165,5613.933254,6058.528709,0.007063,0.376678308
FAM175B,38.582716,48.569878,82.083175,56.411923,198.968845,172.6869565,185.8279008,0.007077,0.303570792
LOC102724364,38.751189,44.469998,176.313367,86.511518,550.211581,474.407736,512.3096585,0.007082,0.168865678
INTS3,183.6033185,159.25885,152.6158495,165.1593393,72.956233,85.47117,79.2137015,0.007083,2.084984493
MKLN1,23.4518258,35.37226,56.0718796,38.29865513,127.3994442,117.9657776,122.6826109,0.007096,0.31217672
C20orf24,403.291035,559.7756547,645.2470783,536.1045893,2055.99822,1592.778918,1824.388569,0.007098,0.29385439
IPO4,54.529551,64.0560835,73.755096,64.11357683,222.9830185,172.1673525,197.5751855,0.007107,0.324502172
ASS1,1015.803141,153.502527,907.151829,692.152499,4732.042534,6509.913267,5620.977901,0.00715,0.123137381
FNBP1L,14.145883,27.87499,89.582236,43.867703,312.53876,256.221188,284.379974,0.007152,0.154257356
LRP6,55.299756,29.567277,80.65929067,55.17544122,185.0789573,214.6990963,199.8890268,0.007157,0.276030366
ST6GAL1,79.20212,27.06847267,155.603764,87.29145222,895.3123007,647.512027,771.4121638,0.00718,0.113157993
DCBLD1,487.027944,666.704265,631.6158435,595.1160175,108.157619,138.26348,123.2105495,0.007184,4.83007356
SLC11A2,60.3208836,38.089041,105.7465712,68.05216527,235.822857,263.4762532,249.6495551,0.007211,0.272590773
DHCR24,645.93396,62.27464,745.686275,484.631625,2265.413503,2519.584599,2392.499051,0.007216,0.202562933
TRPM8,39.958669,49.08567,42.2457845,43.7633745,278.8899475,199.4560815,239.1730145,0.007222,0.182977894
DECR2,394.973543,412.005001,433.024895,413.3344797,1269.671429,980.549778,1125.110604,0.007238,0.367372308
NSD1,37.19349225,35.67840425,34.18301325,35.68496992,28.47328525,28.10277975,28.2880325,0.007255,1.261486458
SEC24B,39.558773,32.725123,178.563785,83.61589367,594.84449,499.481995,547.1632425,0.007271,0.152817089
ZBED3,67.558661,82.5968285,112.8790865,87.678192,205.782548,234.483268,220.132908,0.007273,0.398296615
UBAP1,69.3194465,98.123947,105.24695,90.89678117,195.6184205,182.3933795,189.0059,0.00728,0.480920337
TMEM100,8.814841,11.667535,18.979867,13.154081,51.798295,67.844645,59.82147,0.00729,0.219888963
SNORD3A,27.275233,32.31013,28.278453,29.28793867,62.209153,78.13816,70.1736565,0.007294,0.417363725
HSF2,11.035682,8.785207,19.597273,13.13938733,43.983375,40.438889,42.211132,0.007301,0.311277777
RFT1,41.09809,40.145464,33.551389,38.264981,71.837039,63.0904935,67.46376625,0.007306,0.567193075
PCBD1,32.695547,18.750986,22.740251,24.728928,111.909259,154.067253,132.988256,0.007323,0.185948209
ADIPOR1,76.283916,99.778829,111.226603,95.763116,226.505904,281.037895,253.7718995,0.007366,0.377359023
IFI16,871.7096897,1219.496421,1012.329933,1034.512015,143.44575,204.2864897,173.8661198,0.007387,5.950049476
SMIM15,13.288976,148.975815,214.055954,125.4402483,679.267426,843.42295,761.345188,0.007395,0.164761333
CBX5,327.3224895,285.9080868,248.6781595,287.3029119,57.79751317,95.1079035,76.45270833,0.007404,3.757916733
FUCA2,171.205164,92.282762,134.904019,132.797315,320.496515,330.712853,325.604684,0.007413,0.407848294
ELOVL5,107.0399138,84.4882595,64.33368225,85.28728517,251.3859658,209.3395358,230.3627508,0.007415,0.370230364
CLEC3B,70.616147,34.027553,85.934606,63.526102,272.890007,363.670465,318.280236,0.00742,0.199591727
AX748339,68.280589,54.678629,60.136183,61.03180033,27.026183,19.540336,23.2832595,0.007422,2.621273896
SEMA4A,130.939779,155.5889305,130.19147,138.9067265,54.493699,68.311398,61.4025485,0.007422,2.262230639
ACAA2,122.027455,135.0200997,142.3054537,133.1176694,623.478461,878.0423367,750.7603988,0.007429,0.177310457
ZHX1,31.260412,35.982465,102.605996,56.616291,368.837339,504.2018635,436.5196013,0.007435,0.12969931
RAD21,205.819159,149.929302,327.467466,227.7386423,660.8766285,724.0671235,692.471876,0.007437,0.328877822
TTC37,22.27489533,21.69470967,55.77509967,33.24823489,275.9874407,394.808806,335.3981233,0.007451,0.0991306527
USP25,33.3104728,21.3304292,43.3510062,32.6639694,94.9564376,85.7712302,90.3638339,0.007453,0.361471708
TOMM70A,107.167903,30.960613,207.8515445,115.3266868,619.409567,543.5272995,581.4684333,0.007457,0.198336969
ATG2B,58.87024075,32.2505205,84.60667675,58.57581267,237.4057092,197.524294,217.4650016,0.007467,0.269357424
TTPAL,42.9859245,82.9983965,107.0449195,77.6764135,363.118508,284.348214,323.733361,0.007472,0.239939478
CNOT7,44.6847175,72.70762425,192.5183892,103.303577,521.838558,475.3429595,498.5907588,0.007472,0.207191119
LIX1L,45.623587,40.3107425,61.159124,49.03115117,110.667254,101.2986465,105.9829503,0.007481,0.462632443
LINC01362,18.87989,15.880921,15.318758,16.69318967,7.230125,7.602268,7.4161965,0.00749,2.250909839
PGRMC1,111.315203,42.692534,279.983668,144.6638017,1394.825789,1988.056534,1691.441162,0.007494,0.0855269488
SMYD2,60.48161567,89.88084367,80.93582867,77.09942933,156.9208793,179.909582,168.4152307,0.007513,0.457793687
EIF4G2,123.9325753,298.8952067,230.1595873,217.6624564,814.72473,682.2336017,748.4791658,0.00753,0.290806299
MST1R,69.680336,65.652904,60.354896,65.22937867,41.030374,34.482208,37.756291,0.007538,1.727642651
C11orf49,98.598211,89.22518,88.5428735,92.12208817,46.441257,58.5000845,52.47067075,0.007543,1.75568726
OARD1,53.738526,44.0286155,69.8715435,55.87956167,186.7157615,248.801559,217.7586602,0.007561,0.256612351
ZNF85,50.539998,51.884558,60.2015675,54.20870783,25.852799,29.42922,27.6410095,0.007575,1.96116961
RP11-112J3.16,7.527487,8.16344,7.74773,7.812885667,5.831112,6.207416,6.019264,0.007597,1.297980229
PSMB5,160.030189,232.890489,269.778469,220.8997157,724.536108,582.856723,653.6964155,0.007602,0.337924013
RNF20,79.612149,72.095915,96.194023,82.634029,143.790551,158.021407,150.905979,0.007611,0.547586183
TMED2,179.5705137,96.71940433,462.7132013,246.3343731,1638.447749,1301.73608,1470.091914,0.007621,0.167563926
LSS,119.4791453,64.58941467,96.53422267,93.53426089,224.7138867,226.593116,225.6535013,0.007638,0.41450392
CBLL1,14.754693,31.9245515,35.518224,27.39915617,90.0208225,80.4391245,85.2299735,0.007662,0.321473245
NCOA4,211.92758,626.288788,462.946599,433.720989,2304.91351,3173.729926,2739.321718,0.007665,0.158331526
DAP,58.482728,38.368796,198.235924,98.36248267,511.339028,578.930247,545.1346375,0.007668,0.180437044
EIF5,207.2290115,167.4246557,343.0478078,239.233825,687.8446395,672.9597927,680.4022161,0.007703,0.351606475
COX5A,64.126841,210.544013,286.6127405,187.0945315,726.409704,823.982918,775.196311,0.007704,0.241351163
RTEL1-TNFRSF6B,58.058527,68.509482,69.977617,65.51520867,32.88133,35.166101,34.0237155,0.007718,1.925574785
LOC339166,44.698988,37.895881,44.89587867,42.49691589,18.888871,23.09557767,20.99222433,0.007721,2.024412241
TWF1,52.7983348,68.3984436,99.2597296,73.48550267,279.4754586,222.1326348,250.8040467,0.007722,0.292999669
PP12708,6.058978,5.55849,5.636062,5.751176667,7.146962,7.541802,7.344382,0.007726,0.78307156
TMEM106B,35.1959025,34.04778725,218.0394873,95.761059,628.4356605,765.1591435,696.797402,0.007736,0.137430276
CLU,222.9447763,51.19269,280.255329,184.7975984,1040.629522,1405.312082,1222.970802,0.007749,0.151105487
PCBD2,32.95332867,21.93830533,31.38940767,28.76034722,60.66656233,56.704021,58.68529167,0.007752,0.490077606
ZDHHC9,63.884101,31.990969,61.006304,52.29379133,208.3688545,164.4590555,186.413955,0.007765,0.280525089
SDPR,21.770214,13.155801,14.8615495,16.59585483,55.719672,44.888716,50.304194,0.007772,0.329909964
HCRP1,30.654557,28.2894785,33.9978975,30.98064433,17.611185,15.9236835,16.76743425,0.007802,1.84766756
TP53BP1,60.93855525,55.7508475,62.088212,59.59253825,43.7327305,41.168004,42.45036725,0.007838,1.403816789
DNAJA2,52.179134,69.5324095,117.5839525,79.76516533,295.0134695,379.948601,337.4810353,0.00785,0.236354512
APOPT1,797.501992,975.9195505,788.483854,853.9684655,362.187109,334.1355225,348.1613158,0.007852,2.452795376
PSMA1,124.4642577,289.535529,446.9209533,286.97358,1120.787964,1035.139719,1077.963842,0.007862,0.266218187
LOC400965,8.248192,6.782098,7.089856,7.373382,11.800351,13.361919,12.581135,0.007869,0.586066519
MIER3,9.11231,12.7374182,26.7018566,16.1838616,65.0873494,59.3208872,62.2041183,0.007904,0.260173475
MOCS2,27.2358055,40.141581,61.2146395,42.86400867,202.1080245,278.089519,240.0987718,0.007907,0.178526564
C9orf78,142.716105,102.709883,115.459818,120.2952687,246.195249,294.773573,270.484411,0.007908,0.444740117
TBC1D4,49.6178185,19.11626,52.4407295,40.39160267,131.1967005,126.0914195,128.64406,0.007911,0.313979539
REEP6,641.765862,118.932371,493.19645,417.9648943,1687.14231,1697.457058,1692.299684,0.007919,0.246980424
ZNF823,30.543291,10.680747,39.603874,26.94263733,115.294614,98.79216,107.043387,0.007921,0.251698289
COLCA1,1287.672294,1132.301094,1189.943329,1203.305572,689.6735245,802.504227,746.0888757,0.007925,1.612818005
CLK3,87.2267725,82.097411,86.429653,85.25127883,49.4394365,60.903974,55.17170525,0.007925,1.545199273
GSPT2,13.788416,10.091987,37.401852,20.42741833,151.730705,114.395562,133.0631335,0.007934,0.153516739
ELAC1,14.063987,16.8981655,11.008258,13.99013683,32.196038,39.269212,35.732625,0.007944,0.391522784
LILRA5,26.3048315,23.24375175,26.38040925,25.30966417,17.0179325,15.91316,16.46554625,0.007952,1.537128728
TOMM5,39.074578,152.102737,230.4401505,140.5391552,738.4795765,616.969979,677.7247778,0.007957,0.207369068
LIN7C,52.15325467,54.40964167,230.109927,112.2242744,842.5885587,663.6341457,753.1113522,0.007959,0.149014185
CACNA2D4,21.657583,22.3921805,21.0015955,21.68378633,17.9634685,18.448946,18.20620725,0.007963,1.191010628
EXPH5,47.030031,29.94474633,23.358182,33.44431978,92.336734,105.480697,98.9087155,0.007969,0.338133193
RTFDC1,73.5585344,69.772615,101.9646922,81.76528053,163.0147232,168.3974916,165.7061074,0.007983,0.493435528
NSUN5P1,446.4442948,421.9236928,349.38473,405.9175725,168.4389838,167.3579523,167.898468,0.007983,2.417637143
ZBTB46,38.54548733,43.01557733,46.69689433,42.752653,23.64015967,20.301488,21.97082383,0.008,1.945883019
SCCPDH,90.0767255,38.4800505,61.9223875,63.4930545,376.1906675,534.241823,455.2162453,0.008003,0.139478885
ND4,14519.32712,12777.14182,13163.79399,13486.75431,17761.34703,17833.28843,17797.31773,0.008021,0.757797018
ECH1,121.171083,235.615848,226.914814,194.5672483,542.511576,658.999757,600.7556665,0.008032,0.32387085
RPS29,694.7443615,1000.045858,1193.985352,962.9251902,2558.904122,2220.601052,2389.752587,0.008034,0.402939281
NEK6,58.193153,45.1563402,64.5297234,55.95973887,102.8011282,102.067882,102.4345051,0.008051,0.546297742
CDCP1,42.816118,51.65549333,41.15129067,45.207634,18.693668,18.67263067,18.68314933,0.008068,2.41970094
FASTKD5,12.017992,35.537382,63.335117,36.963497,158.948328,156.572474,157.760401,0.008072,0.23430149
SLC39A8,29.64887083,47.65932583,29.208645,35.50561389,97.84833867,86.1819335,92.01513608,0.008083,0.385867102
RBM47,73.8394074,105.3941152,112.4880098,97.2405108,215.9765116,195.0892898,205.5329007,0.008091,0.473114088
ATP2A3,80.7405496,64.4912624,85.0982934,76.7767018,22.93856,26.9531204,24.9458402,0.008093,3.077735654
GNPNAT1,111.948454,71.17278,455.369608,212.8302807,1204.428328,1395.544378,1299.986353,0.008094,0.163717319
HSDL2,44.5350035,29.25755325,130.2446858,68.01241417,317.7839658,346.2615303,332.022748,0.008097,0.204842634
SNCAIP,25.65439267,26.90811867,24.03772633,25.53341256,14.72771667,17.52108267,16.12439967,0.008098,1.5835264
NCKAP1,116.9064225,63.984914,143.470681,108.1206725,424.0485105,568.3882945,496.2184025,0.008105,0.217889284
FAM96A,104.792743,483.774144,495.190873,361.2525867,1794.090612,2380.9011,2087.495856,0.008105,0.173055475
SNX7,32.651831,32.168481,48.180885,37.66706567,125.06175,99.012347,112.0370485,0.008161,0.336201874
LRFN4,124.5480815,148.038032,135.282498,135.9562038,79.8028375,81.758652,80.78074475,0.008177,1.683027363
KCTD18,85.201672,116.678986,87.537149,96.47260233,186.1170795,176.6648235,181.3909515,0.008181,0.531849034
CXCL2,48.55618133,27.82006133,266.0596893,114.1453107,802.4086337,719.063783,760.7362083,0.008196,0.15004585
C1S,594.3967525,63.8614985,936.7758355,531.6780288,3589.138712,4917.494262,4253.316487,0.008197,0.125003166
LOC642236,16.83362467,11.252756,59.114553,29.06697789,156.7837543,148.728314,152.7560342,0.008201,0.190283664
TRAPPC13,7.587905,7.680417,15.657728,10.30868333,73.67069667,52.92755467,63.29912567,0.008231,0.162856646
ZNF430,63.853094,61.808422,82.7528895,69.4714685,9.5595765,16.6671625,13.1133695,0.008233,5.297758787
BRD4,569.6266414,603.0722219,468.8055206,547.168128,227.9128977,184.748988,206.3309429,0.008259,2.651895641
ALG5,26.719176,24.04622033,35.24182067,28.66907233,357.2511003,241.5958663,299.4234833,0.008265,0.0957475747
PRDX3,44.004853,204.9156075,122.1466735,123.6890447,837.5987495,1183.343068,1010.470909,0.008304,0.122407329
MRPL16,108.319794,166.924135,217.798519,164.3474827,463.221443,566.917542,515.0694925,0.008308,0.31907827
ANTXR2,53.4634625,44.38492875,57.275469,51.70795342,103.4927493,127.553235,115.5229921,0.008322,0.447598807
PLA2G16,86.4196215,46.9359675,82.950346,72.10197833,376.2305085,275.9444805,326.0874945,0.008342,0.221112369
CNTNAP3P2,13.948485,14.53396,13.732846,14.07176367,11.756716,10.920132,11.338424,0.00835,1.241068747
ARV1,26.293792,9.34177,36.2862145,23.9739255,102.955495,133.005882,117.9806885,0.008381,0.203202116
C1orf115,192.5878725,36.1184585,206.2893585,144.9985632,572.820266,613.685734,593.253,0.008386,0.244412693
NDUFAB1,139.492646,276.692585,301.752097,239.3124427,1471.236651,1063.338855,1267.287753,0.008392,0.188838282
VPS26A,68.670187,99.817599,162.838495,110.4420937,394.371826,339.175494,366.77366,0.008401,0.301117844
ABCB11,13.96053,12.9749205,9.574038,12.1698295,22.643572,24.205647,23.4246095,0.008403,0.519531798
SEL1L,81.887117,45.52248275,150.7729285,92.72750942,354.243182,334.5572383,344.4002101,0.008407,0.269243475
RTN3,418.590476,351.162318,417.833933,395.8622423,792.064455,669.7813455,730.9229003,0.008408,0.541592338
SMIM8,16.73782567,17.90960567,16.80897233,17.15213456,29.64463067,36.37458167,33.00960617,0.008433,0.519610397
ANKDD1A,32.781154,29.439987,36.045959,32.7557,16.653043,17.8260435,17.23954325,0.008433,1.900032937
ZNF22,108.9180145,68.177281,146.8457815,107.980359,395.795549,321.289355,358.542452,0.008437,0.301164781
IFT46,44.502569,41.394807,49.861711,45.253029,66.97995,73.609636,70.294793,0.008441,0.643760755
DPYD,18.199048,26.843542,70.88830267,38.64363089,384.243203,564.0320003,474.1376017,0.008452,0.0815029872
PSMG2,129.882815,257.052496,567.032593,317.9893013,1442.281361,1773.313192,1607.797277,0.008462,0.197779475
MRPL15,29.218414,75.891059,139.522962,81.544145,450.668709,363.459074,407.0638915,0.008466,0.200322718
ACE,29.477527,36.8317345,35.914303,34.0745215,13.0651555,15.8825405,14.473848,0.00849,2.354213026
RAB33B,17.737954,17.646605,90.966701,42.11708667,235.618802,270.09901,252.858906,0.008496,0.166563588
AKIRIN1,86.638046,41.657401,84.94833367,71.08126022,190.3444507,187.1663983,188.7554245,0.00853,0.376578636
TFR2,259.9218287,64.867733,73.420236,132.7365992,734.4120283,949.8416007,842.1268145,0.008549,0.157620678
SNIP1,16.33454,22.0363815,18.529385,18.96676883,55.7981965,43.7158585,49.7570275,0.008554,0.381187739
ANKFY1,50.63128875,48.794661,64.46753775,54.6311625,98.97255575,93.3161685,96.14436213,0.008559,0.568220136
DNM1,59.342031,78.284226,79.46436,72.363539,18.818582,21.364387,20.0914845,0.008565,3.601701955
LINC01003,15.173581,31.724619,22.932944,23.277048,89.643755,71.126065,80.38491,0.008578,0.289569871
ABCA8,44.20341433,18.18448467,26.69062633,29.69284178,203.1295937,145.9509797,174.5402867,0.008587,0.170120276
FAM213A,222.5544583,65.32085267,325.4717693,204.4490268,799.6124097,902.2059897,850.9091997,0.008593,0.240271261
CXCL12,59.568923,124.545178,205.5338165,129.8826392,461.7746525,519.006466,490.3905593,0.008613,0.264855505
AK057657,49.535526,18.747298,146.102982,71.46193533,375.082289,378.036007,376.559148,0.008615,0.189776123
DQ592442,74.177953,75.647303,98.706578,82.84394467,19.56618,19.866077,19.7161285,0.008625,4.201836312
SCARB2,97.25214825,120.6773253,253.276191,157.0685548,534.6288003,561.1284833,547.8786418,0.008626,0.286684939
COX7A2L,246.85225,372.645893,526.375475,381.9578727,1067.090553,1262.47144,1164.780997,0.00864,0.32792248
MRPS24,228.97363,204.78726,587.518027,340.4263057,1464.268599,1308.124569,1386.196584,0.008646,0.245582993
SEPP1,1435.000046,608.6339925,1924.274368,1322.636135,4817.406336,6009.682316,5413.544326,0.008666,0.244319813
FAM161B,1373.864911,1289.373987,991.637208,1218.292035,316.5044575,267.4028655,291.9536615,0.008673,4.172895208
KPNA5,22.548835,22.56660733,22.580972,22.56547144,31.88884267,28.545625,30.21723383,0.008685,0.746774889
MDN1,22.15169767,15.66792367,49.53292467,29.11751533,116.2873843,109.432649,112.8600167,0.00869,0.257996731
PSMB2,52.23174275,131.754248,129.0316863,104.3392257,346.9132065,309.2838738,328.0985401,0.008698,0.318011856
PTCD3,74.750702,45.82805875,93.39642625,71.32506233,215.384345,185.4730313,200.4286881,0.008725,0.355862541
LAPTM4A,254.705325,185.364738,1220.817168,553.629077,4279.6274,3417.031008,3848.329204,0.008755,0.143862193
NUBP1,70.530965,100.55284,79.337708,83.47383767,155.03059,171.454142,163.242366,0.008761,0.511349104
BOLA3,69.909805,116.756544,270.443568,152.3699723,698.217838,623.049623,660.6337305,0.008772,0.230642132
LINC01102,7.023315,6.501129,6.753591,6.759345,5.596755,5.502401,5.549578,0.008784,1.217992611
CLDN22,85.510448,73.57400767,94.951764,84.67873989,132.7601147,134.6228167,133.6914657,0.00879,0.63338927
SEC16B,36.11081,23.1855088,24.435441,27.9105866,114.0165494,159.639488,136.8280187,0.008793,0.203982977
DUSP10,52.8440495,24.095591,70.960112,49.2999175,362.0999975,257.894927,309.9974623,0.008796,0.159033294
NFU1,55.790155,58.088169,109.127741,74.335355,289.614778,233.720189,261.6674835,0.008797,0.284083272
LINC01410,18.2512805,15.898698,18.2290965,17.45969167,11.0519745,11.4380115,11.244993,0.008828,1.552663632
C16orf80,40.718458,19.522404,161.332057,73.85763967,472.466502,416.471364,444.468933,0.008833,0.166170533
RMND5A,45.20871767,44.23240133,93.47081133,60.97064344,198.2420497,238.4461913,218.3441205,0.008835,0.279241059
KIAA1191,16.704743,37.558485,200.49917,84.92079933,603.63646,778.736213,691.1863365,0.008859,0.122862381
CISD3,117.850899,79.5571395,90.359425,95.92248783,186.4100645,206.2902315,196.350148,0.00887,0.488527708
VPS54,58.29437033,50.75348867,96.98636733,68.67807544,221.7975183,188.0334527,204.9154855,0.008884,0.335153174
BUB1,15.4709852,15.7400756,16.5234498,15.91150353,7.348381,10.279391,8.813886,0.008901,1.805276756
AS3MT,122.225292,25.7243,88.033931,78.66117433,295.45584,322.58425,309.020045,0.008904,0.254550394
SLC25A5,178.725259,498.293095,379.481012,352.1664553,1069.547609,1171.321506,1120.434558,0.008907,0.314312382
VPS72,45.153629,51.439372,80.953623,59.182208,149.335627,144.08227,146.7089485,0.008907,0.403398761
COQ3,85.3965325,67.094932,61.124456,71.20530683,133.602171,152.77848,143.1903255,0.008912,0.497277359
PID1,9.526951,18.38629967,18.83708433,15.583445,228.7280537,152.274481,190.5012673,0.008925,0.0818023167
CYFIP1,40.909139,223.666669,209.144811,157.906873,613.912887,623.039431,618.476159,0.008947,0.255316023
ADH1C,69.518314,13.890274,110.423146,64.610578,2889.010453,4485.84189,3687.426172,0.008948,0.0175218635
AK025975,16.15056,15.652768,15.301844,15.701724,7.289007,10.233505,8.761256,0.008954,1.792177286
APOA1BP,103.786484,98.216542,154.697922,118.900316,326.296475,419.78247,373.0394725,0.008969,0.318733873
C2orf69,39.4045075,67.506842,223.4159625,110.109104,699.43085,576.032379,637.7316145,0.009005,0.172657434
MPP5,26.0690395,31.294121,67.7964355,41.71986533,155.2109755,191.7181525,173.464564,0.009006,0.240509441
NT5DC1,81.2094505,29.285964,40.52293,50.33944817,202.2159565,261.025478,231.6207173,0.009018,0.217335689
AASDHPPT,45.39712967,49.94236467,153.8559737,83.065156,360.559907,418.706,389.6329535,0.009023,0.21318822
GLDC,153.253924,51.766386,491.217094,232.0791347,1943.656067,1477.407292,1710.53168,0.009034,0.135676607
SNX9,151.9867235,185.7030355,290.8906525,209.5268038,592.1717775,533.0121195,562.5919485,0.009046,0.372431217
KPNA3,31.973451,70.318303,73.6552435,58.64899917,387.737973,275.8445455,331.7912593,0.00905,0.176764751
OR51B5,13.4922355,14.421996,12.3699955,13.42807567,8.8486345,8.0283325,8.4384835,0.009055,1.591290149
ACSM5,125.129455,44.04883867,71.58201133,80.253435,686.2587663,1018.631558,852.445162,0.009056,0.0941449827
HACL1,36.074013,19.784563,74.823986,43.560854,346.760238,507.475823,427.1180305,0.009097,0.10198786
VMA21,24.658884,30.267564,35.866969,30.26447233,112.5273883,84.37958067,98.4534845,0.009104,0.307398692
NOL8,445.598594,463.312602,420.53129,443.1474953,324.151059,277.628391,300.889725,0.009161,1.47279039
CCDC25,125.922381,119.34115,160.3812375,135.2149228,428.9375845,329.584826,379.2612053,0.009166,0.356521893
PREP,49.439556,44.113963,64.736583,52.76336733,118.5086207,103.757461,111.1330408,0.00917,0.474776601
NDUFB2,141.03906,275.3637387,247.1706037,221.1911341,542.746715,616.9632107,579.8549628,0.009196,0.381459414
